n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2342T0444330X,4,2,4,7,6,7,6,148.8,4.1,100.0,318545.0,732653.5,47782.0,1975,3
2167T0626606K,1,2,4,21,6,7,6,33.2,0.9,100.0,2140.1,4922.3,321.0,2006,1
2194T0255214D,0,2,4,5,6,7,6,131.5,5.1,100.0,4235.0,9110.0,1435.7,1948,3
2256T0006142A,2,2,4,18,6,7,6,40.8,1.1,100.0,1598.0,3675.4,464.0,1947,1
2325T2162895X,4,2,4,21,6,7,6,330.3,9.2,100.0,8490.0,19527.0,2463.0,-1,5
2293T1608087S,3,2,5,9,6,7,3,314.0,9.0,80.6,33051.0,76017.0,4758.0,1990,7
2145T0397646K,0,2,4,7,6,7,6,74.6,4.7,100.0,2577.8,4825.5,695.0,1947,2
2302T1937419W,4,2,4,9,7,7,2,526.5,14.7,100.0,493539.0,1135139.7,143161.0,-1,7
2212T1272041T,3,2,5,24,6,7,3,223.0,6.0,192.4,55878.0,128520.0,9102.0,1979,1
2163T1005003Z,2,2,4,25,4,4,2,92.4,21.0,100.0,20212.2,20212.2,2377.5,1948,2
2259T0020403Q,2,2,0,24,7,7,2,329.0,9.0,95.0,13594.0,329.1,0.0,1999,4
2259T0948040Z,3,2,4,10,6,7,6,528.5,14.7,100.0,24068.0,55356.4,6981.0,-1,7
2194T0589605I,1,2,4,9,6,7,6,226.2,6.3,100.0,20771.7,47774.8,6509.0,1948,4
2235T1265976J,3,2,4,7,6,7,6,64.0,1.8,100.0,157352.0,361909.6,21935.0,1948,2
2159T0793237Z,1,2,0,5,4,4,2,191.0,28.0,388.0,57348.600000000006,191.1,6044.7,1945,3
2103T0605820M,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2231T0822557Q,3,2,4,25,6,7,6,109.8,3.1,100.0,993.8,2285.8,173.6,2018,2
2379T4505456M,5,2,4,20,4,4,2,92.9,20.7,100.0,46737.9,47317.700000000004,5278.0,-1,1
2367T1945129X,5,3,5,25,6,4,6,115.9,26.3,132.0,43778.0,43778.0,3090.1000000000004,1960,3
2369T0232953B,4,3,4,9,3,3,2,221.9,60.4,100.0,10682.0,10682.0,854.6,-1,4
2248T1248537D,3,2,4,7,6,7,6,348.6,9.7,80.2,12149.0,27942.7,2005.6,2010,5
2235T3113923G,4,2,5,24,6,7,6,619.4,17.2,55.0,28390.0,65297.0,4595.299999999999,1949,7
2178T1011377S,2,2,4,21,6,7,6,242.7,16.8,100.0,45336.4,82036.70000000001,13151.0,1976,4
2475T0373374D,5,2,4,25,4,7,4,311.4,34.8,100.0,25809.3,38364.7,7486.0,-1,4
2107T0294632W,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2222T1700748W,3,2,4,19,6,7,6,354.1,40.8,100.0,7850.0,11490.0,710.0,2003,5
2105T0379405H,0,2,4,10,6,7,6,398.8,11.1,100.0,67226.0,143699.8,21692.0,1948,6
2388T1714450L,4,2,4,21,6,4,6,171.1,23.4,100.0,33511.899999999994,45065.5,3674.3,-1,3
2342T1867031E,5,2,0,16,4,4,2,139.0,20.0,700.0,75938.5,139.8,7772.700000000001,1978,3
2233T2569771G,4,2,3,16,6,7,6,192.3,23.3,271.9,109505.0,156498.7,10772.599999999999,1900,4
2334T2642058P,5,3,5,24,6,6,6,0.0,0.0,263.1,0.0,0.0,0.0,2011,7
2375T1333020O,4,2,4,9,6,7,6,1134.0,46.4,100.0,1900910.3,3953060.4,483265.4,-1,7
2375T1219356W,4,2,4,16,6,4,6,232.7,52.8,100.0,34041.9,34041.9,603171.2000000001,1965,4
2345T0642660C,4,2,5,24,6,7,6,605.8,46.0,10895.0,6025848.6,11681522.0,799145.4,1987,7
2283T0063715K,2,2,4,11,6,7,6,234.8,6.5,100.0,87861.0,202080.2,8153.3,1948,4
2306T3231848T,5,3,4,7,6,7,6,736.3,67.0,100.0,37200.0,60600.0,7356.0,-1,7
2375T3779088C,5,3,4,9,6,7,6,376.6,10.5,100.0,70487.0,162120.1,20446.0,1972,5
2133T0619451X,1,2,4,7,6,4,6,193.6,31.6,100.0,3712.7,4530.5,525.4,1947,4
2313T0724797Z,4,2,4,9,6,7,6,149.3,4.2,100.0,5069.0,11658.7,1143.0,-1,3
2242T2320395F,4,2,5,9,6,7,3,408.0,11.0,38.5,20499.0,47151.0,3507.0,1960,5
2345T0317727R,4,3,2,7,6,7,6,849.0,23.6,100.0,8433.1,19396.1,2446.2,2004,6
2102T0936477A,2,2,4,9,6,7,6,487.2,56.1,100.0,19561.5,28647.2,1485.5,1947,6
2233T0804073U,3,2,4,9,7,7,2,565.7,15.7,118.3,29103.0,66937.0,7481.2,1949,7
2230T1239559D,3,2,4,9,6,7,6,502.0,18.3,94.0,22569.0,51908.7,3134.8,1970,6
2357T3692706A,5,2,4,9,6,4,6,268.7,40.9,3700.0,952379.0,1383689.1,72222.0,1972,4
2333T1118252Q,4,2,4,9,6,7,6,98.6,2.7,100.0,256987.0,591070.1,74544.0,-1,3
2294T0973995P,3,2,4,9,6,7,6,324.5,9.0,100.0,15146.0,34835.8,2093.0,-1,5
2368T0616492N,4,2,4,9,6,7,6,219.8,6.1,100.0,15728.0,36174.4,2973.0,-1,4
2362T3678231M,5,2,5,24,7,7,2,242.5,6.7,235.4,24815.0,57074.5,4023.7,1920,4
2383T2710834S,5,3,4,9,6,7,6,736.4,20.5,158.0,50588.0,116352.4,8600.0,1900,5
2283T0292262R,2,2,5,24,7,7,2,176.5,4.9,145.0,11125.0,25587.5,1844.5,2013,4
2338T3412958T,5,2,4,16,6,7,6,178.9,5.0,1140.0,88678.7,203960.9,15222.0,1948,4
2314T2606861C,5,2,5,24,6,4,6,367.9,49.7,2171.4,590538.0,798785.0,52610.5,2004,5
2391T3815647V,5,3,5,25,6,7,6,324.3,9.0,48.5,6843.0,15738.9,1170.7,1900,4
2393T0802778I,4,3,4,7,6,4,6,138.5,27.5,100.0,9151.1,9954.5,1128.0,-1,3
2378T3371753M,5,3,4,9,6,7,6,1762.6,49.0,100.0,49474.0,113790.2,14351.0,-1,7
2360T1737013E,4,3,5,24,6,4,6,797.6,181.1,45.0,35893.0,35893.0,2574.9,1900,7
2108T0772473K,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2306T1226602X,5,2,5,25,6,7,6,260.8,7.3,87.3,2563.0,5894.9,486.3,1980,4
2183T0213380S,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2275T0571788J,3,2,4,21,4,4,2,269.0,61.1,100.0,61547.7,61547.7,5465.0,1947,4
2369T1124495D,4,3,4,21,6,7,6,211.2,5.9,100.0,8213.5,18891.1,1242.5,1986,4
2206T2689147P,4,3,4,9,6,7,6,92.9,2.6,100.0,3733.3,8586.7,935.3,-1,3
2383T2026463T,4,2,4,9,6,7,6,1119.6,31.2,100.0,289136.0,665012.8,32641.0,-1,7
2359T3672278K,5,2,4,10,6,7,6,415.8,11.6,100.0,7700.0,17710.0,2234.0,-1,6
2169T0237735X,0,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2444T0584884Y,5,2,0,21,7,7,2,217.0,6.0,89.9,8481.3,217.1,1340.1,1945,4
2162T0902929A,2,2,4,19,6,4,6,340.9,63.9,100.0,37450.0,42191.1,3866.5,1947,5
2231T2756890B,4,2,4,25,6,7,6,101.8,2.8,100.0,915.6,2105.9,160.0,2018,2
2375T0655325J,4,3,4,9,2,2,3,990.8,321.0,47.4,46793.4,46793.4,4277.8,1900,7
2291T0860322L,3,2,4,9,6,7,6,1107.6,83.1,100.0,214761.4,377677.4,26845.0,1947,7
2227T2718033K,4,2,5,24,6,7,6,34.0,0.9,566.0,8369.0,19248.7,1514.1,1965,2
2333T4050729F,5,2,4,21,6,7,6,171.7,4.8,100.0,29285.0,67355.5,4803.0,-1,3
2213T1964415O,4,2,4,9,6,4,0,287.2,43.8,100.0,18147.8,23009.300000000003,2216.2,-1,5
2157T0536935D,1,2,4,24,6,4,6,174.4,30.9,100.0,111359.2,129810.9,9230.0,1948,3
2142T0063398P,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2363T1771934K,4,3,4,9,6,7,6,484.6,13.5,100.0,7359.0,16925.7,1412.1,-1,6
2269T1308852T,3,2,4,9,6,7,6,389.3,10.8,100.0,397879.0,915121.7,65853.0,-1,6
2293T0846792D,3,2,4,21,6,7,6,438.6,12.2,100.0,7295.0,16778.5,2116.0,1948,5
2367T0769198U,4,3,4,10,6,4,6,176.2,40.0,100.0,17442.0,17442.0,1250.0,-1,4
2138T0084905Q,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2394T4303368L,5,2,4,21,6,7,6,379.6,10.6,100.0,17247.0,39668.1,2989.5,-1,5
2203T3201671Y,4,2,5,24,6,7,6,504.0,18.8,11427.0,5203177.0,11402516.9,789633.7999999999,2010,6
2378T1396167K,4,2,4,21,6,7,6,334.1,26.2,100.0,27205.300000000003,47038.9,2152.3,1970,4
2236T2012520Q,4,2,4,9,6,7,6,101.6,2.8,100.0,24632.0,56653.6,7145.0,-1,3
2133T0726675X,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2216T0844676U,3,2,4,24,6,7,6,299233.6,8326.5,100.0,923070666.7,2123062533.3,109073.0,1948,7
2389T2288595Z,4,2,4,9,4,4,2,370.3,78.0,100.0,29160.0,30590.0,3440.0,-1,5
2175T0055472A,0,6,0,7,6,7,6,251.1,7.0,100.0,16130.0,37099.0,1581.0,1947,4
2359T2556354G,5,2,4,11,6,7,6,340.1,9.5,100.0,442289.7,1017266.2,136561.0,-1,5
2193T0190241D,0,6,5,25,7,7,2,896.6,32.7,45.0,17543.0,40348.9,4744.7,1970,7
2306T0969033K,4,2,5,24,6,7,6,58.4,1.6,31.7,804.2,1849.6,35.0,1960,2
2289T2691396H,4,2,2,11,6,7,6,430.7,12.0,100.0,206000.0,473800.0,35020.0,-1,4
2313T0587842M,4,3,5,9,6,7,3,51.0,5.0,81.7,3750.0,8625.0,975.0,1970,7
2393T3757043X,5,2,0,24,7,7,2,419.0,11.0,29880.4,5451072.0,419.6,18589040.0,1980,5
2275T0136773A,3,2,4,9,7,7,2,215.3,6.0,100.0,7074.3,16271.0,4009.0,1947,4
2182T0524813W,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2231T1021536R,3,2,5,24,6,7,3,71.0,2.0,388.2,35835.0,82419.0,5922.0,1980,2
2104T0338846H,0,2,3,7,6,7,6,252.7,9.2,5141.4,1694442.0,3897216.5999999996,272864.19999999995,1991,3
2372T4517738P,5,2,4,19,6,7,6,86.8,2.4,100.0,5403.0,12426.9,1567.0,-1,2
2394T2900972D,5,2,4,21,6,7,6,152.8,4.3,100.0,124378.7,286070.9,36078.3,-1,3
2245T0883336V,3,2,5,24,6,7,6,101.7,2.8,325.2,43143.0,99228.9,6954.099999999999,2010,2
2368T2437042R,5,2,5,16,6,7,4,239.0,53.0,143.5,100248.0,100248.0,9393.0,1832,4
2269T1350833K,3,2,2,16,6,4,6,174.0,24.5,100.0,157808.0,209064.5,18505.1,1972,3
2214T0651476Y,3,2,4,10,6,7,6,432.5,30.1,100.0,51351.7,92778.8,0.2,1948,6
2363T0811270U,4,3,5,10,6,7,3,172.0,19.0,220.0,33000.0,75900.0,5475.0,1999,3
2333T3798191F,5,2,4,21,6,7,6,97.3,2.7,100.0,46983.0,108060.9,13628.0,2000,2
2275T1164650T,3,2,4,9,6,7,6,554.8,15.4,150.0,65950.0,151685.0,7236.5,-1,7
2360T0906855A,4,3,5,24,6,4,6,219.2,49.8,44.6,9767.0,9767.0,868.1,2010,4
2278T0222877V,2,2,5,9,7,4,1,229.0,29.0,654.5,226518.0,226518.0,12303.0,1975,4
2361T2678365B,5,3,4,21,6,7,6,469.1,13.1,100.0,5400.0,12420.0,1566.0,-1,6
2162T0431104X,0,6,5,24,6,4,3,747.4,129.9,415.0,256691.0,310188.6,18133.0,1949,7
2283T1068946D,3,2,5,24,7,7,2,380.2,10.6,200.0,33062.5,76043.8,8926.9,1850,5
2257T2712849E,4,3,4,21,6,7,6,300.2,8.4,100.0,10380.0,23874.0,2104.0,2006,5
2274T0803368G,3,2,4,11,6,7,6,273.4,7.6,100.0,80808.0,185858.4,23440.0,1985,5
2185T0111302S,0,2,5,24,6,7,3,389.0,13.0,46.5,21006.0,54195.0,3024.0,1970,4
2329T0477241F,4,2,4,9,6,7,6,169.6,4.7,100.0,17651.0,40597.3,3041.9,-1,3
2106T0832456J,1,6,5,24,6,7,1,289.0,8.0,61.6,8522.0,19600.6,1425.8,2015,5
2433T0370503C,5,2,4,21,6,7,6,118.8,7.0,100.0,12620.3,24185.1,2994.5,-1,3
2378T3744621O,5,2,4,21,6,7,6,211.3,5.9,100.0,247788.0,569912.4,54513.0,-1,4
2378T3364472L,5,2,4,25,6,7,6,57.7,1.6,100.0,9928.4,22835.2,2879.9,1996,2
2344T4416596L,5,2,4,9,6,4,6,216.0,35.8,100.0,26367.0,31928.4,2902.7000000000003,-1,4
2375T2191398C,4,3,4,9,6,7,6,179.1,5.0,100.0,52371.0,120453.3,16235.0,-1,4
2163T0041900O,0,6,0,7,6,4,6,54.9,7.2,100.0,16778.0,23024.5,2080.1,1948,2
2164T0160816H,0,6,5,24,4,7,1,406.7,50.8,330.0,92334.0,134212.2,12348.1,1850,6
2344T3612912N,5,2,5,24,7,7,2,140.1,3.9,160.0,19494.0,44836.2,4401.1,1980,3
2147T0326960U,0,2,4,5,6,7,6,582.9,16.2,100.0,13464.0,30967.2,2275.0,1989,6
2375T2958472Y,5,3,4,10,7,7,2,324.9,20.4,213.6,83140.0,142438.2,1335.4,1900,5
2312T4368967I,5,3,4,19,6,0,6,20.9,0.6,100.0,230.0,230.0,112.0,-1,1
2368T2234472N,5,3,0,21,7,7,2,477.0,13.0,141.0,29270.0,477.5,5928.1,1948,5
2275T2393057E,4,2,0,21,7,7,2,341.0,9.0,3986.4,591639.0,341.4,59163.9,1857,4
2369T0559135N,4,2,4,25,6,7,6,214.7,6.0,100.0,8625.0,19837.5,1530.0,-1,4
2230T0622618Q,3,2,4,21,6,7,6,116.0,3.2,100.0,4270.0,9821.0,1239.0,1989,3
2478T0016365D,5,2,4,24,6,7,6,160.4,4.5,100.0,15346.7,35297.3,2532.0,-1,3
2218T2949800E,4,2,4,9,6,7,6,242.4,6.7,100.0,394103.7,906438.4,43869.3,2011,4
2235T2042317Q,4,2,4,9,6,7,6,230.0,6.4,100.0,5061.0,11640.3,729.0,-1,4
2313T1902581J,5,2,5,25,6,7,6,315.5,8.8,1037.0,474200.0,1090660.0,76323.8,2006,4
2342T0121260D,4,3,4,9,6,2,6,136.8,44.3,100.0,21355.7,21355.7,2782.1,1900,3
2229T2238142D,3,2,4,19,6,7,6,79.3,2.2,100.0,2541.0,5844.3,737.0,2016,2
2434T0403706E,5,3,5,25,7,7,2,76.0,2.0,222.2,22074.0,50772.0,3756.0,1970,2
2175T0370452Q,0,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2254T1088227P,3,2,4,22,6,7,6,55.5,6.9,100.0,56377.0,79312.9,6263.5,-1,2
2317T1779901B,5,2,5,25,6,7,6,245.8,6.8,573.0,183694.0,422496.19999999995,29426.8,1991,4
2357T1612158Y,4,2,4,9,7,7,2,148.7,4.1,100.0,37741.0,86804.3,6669.0,-1,3
2151T0258577V,0,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2271T0947478V,3,2,4,9,6,7,6,242.2,6.7,100.0,4425.0,10177.5,1284.0,1947,4
2295T0164486R,3,2,4,10,4,4,2,180.4,40.9,100.0,23889.0,23889.0,6929.0,1948,4
2106T0705762N,1,2,4,24,6,7,6,150.6,11.3,100.0,98162.7,186891.1,6910.0,1948,3
2195T0080152A,0,6,4,16,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2131T0736327B,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2001,1
2234T2471775F,4,0,0,24,7,7,2,84.0,6.0,1394.8,52277.0,2063.2000000000003,6360.0,2022,2
2285T0641327I,3,2,4,21,6,7,6,64.5,1.8,100.0,3852.0,8859.6,1117.0,1988,2
2386T3080990P,5,2,4,21,6,7,6,244.7,6.8,100.0,14452.0,33239.6,442.0,-1,4
2175T0920606K,2,4,4,21,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2222T1630885V,3,2,5,24,6,7,6,11.1,0.3,147.5,710.0,1633.0,205.9,1997,1
2201T0040086L,2,2,4,19,7,7,2,308.8,8.6,100.0,3456.0,7948.8,384.0,1947,4
2359T4344471Z,5,2,2,21,6,4,6,244.4,44.0,100.0,27500.5,31717.7,3639.0,1949,4
2275T1480258N,3,2,4,25,6,2,6,177.7,43.4,100.0,22185.7,26176.7,2616.4,-1,3
2254T1938944M,4,3,4,21,6,4,6,125.0,28.4,100.0,8216.2,8216.2,526.0,-1,3
2374T0780160R,4,2,4,9,6,7,6,117.6,6.6,100.0,19315.3,37515.3,4821.0,-1,3
2256T0237714Q,2,2,5,24,6,7,6,1135.7,31.6,70.4,104285.0,239855.5,16730.1,1949,7
2206T1998862E,4,3,5,25,7,7,2,84.1,2.3,184.4,6741.0,15504.3,1254.0,1949,2
2344T1904997M,4,0,0,24,7,7,2,60.0,3.0,1942.7,123071.6,1109.6,13309.0,2023,2
2169T0093367H,0,6,4,5,6,7,6,283.5,7.9,100.0,35851.0,82457.3,13055.7,1948,4
2383T2373923P,5,3,4,21,6,7,6,422.9,11.8,100.0,13514.0,31082.2,2710.0,2005,5
2444T0060227V,5,2,4,25,6,7,6,123.8,3.4,100.0,6585.0,15145.5,1586.0,1986,3
2414T0600817P,5,2,5,25,6,7,3,288.0,26.0,96.8,24990.0,57477.0,4998.0,1992,5
2341T2647534M,5,2,4,10,6,4,6,156.9,20.3,100.0,78552.6,108758.79999999999,26236.0,-1,3
2392T0879769M,4,2,4,9,6,7,6,302.6,8.4,100.0,24635.0,56660.5,7146.0,-1,5
2417T0355041U,5,2,4,21,6,7,6,377.3,10.5,100.0,7660.0,17618.0,1379.0,-1,5
2471T0163448X,5,3,4,9,6,5,6,129.7,10.0,100.0,7903.5,10843.6,862.6,1977,3
2313T4156132K,5,2,4,9,6,7,6,155.7,4.3,100.0,7185.0,16525.5,2084.0,-1,3
2175T0280353H,0,2,4,19,6,4,6,110.1,19.5,100.0,8721.1,10157.6,708.5,1948,2
2330T3044404H,5,2,4,9,6,7,6,568.7,15.8,100.0,258376.0,594264.8,33589.0,-1,7
2244T1490672W,3,2,4,16,6,7,6,210.7,5.9,100.0,71761.9,165052.3,12498.8,-1,3
2442T0471803P,5,3,5,21,6,5,1,204.0,204.0,61.3,37491.0,37491.0,2952.0,1949,7
2283T1889029U,4,2,4,9,6,7,6,98.7,2.7,100.0,5599.0,12877.7,1624.0,2002,3
2344T0242558N,4,2,4,24,6,7,6,95.7,2.7,100.0,3826.3,8800.6,1110.0,2012,3
2157T0282551D,0,6,0,24,4,7,2,37.0,3.0,41000.0,920196.3,36.6,87208.0,2019,2
2363T0805980I,4,2,4,9,6,7,6,126.2,3.5,100.0,2836.0,6522.8,823.0,-1,3
2268T1543341N,3,2,4,9,6,7,6,206.1,17.5,100.0,237933.0,399078.9,28272.5,-1,4
2329T4192893X,5,2,4,10,6,7,6,1102.2,30.7,100.0,62730.3,144279.8,18196.0,-1,7
2313T1239839H,4,2,4,9,6,7,0,175.9,4.9,100.0,8413.3,19350.7,1753.3,-1,4
2359T3009778Q,5,2,5,24,6,7,6,195.1,5.4,219.7,18639.0,42869.7,3036.2,1900,4
2275T1207458F,3,2,4,9,6,7,6,271.2,7.5,100.0,23950.0,55085.0,3885.4,-1,5
2472T0312104M,5,2,4,24,6,7,6,450.3,12.5,100.0,15030.5,34570.2,3934.0,-1,6
2175T0081583H,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2493T0403444J,5,2,4,9,6,7,6,1037.9,99.6,100.0,107558.6,171258.6,11159.0,-1,7
2475T0277882J,5,2,4,25,7,7,2,264.8,7.4,100.0,21532.0,49523.6,6246.0,-1,4
2481T0112283K,5,2,0,21,4,4,2,186.0,32.0,1110.0,175260.3,186.2,15104.099999999999,1969,3
2377T4321402K,5,2,4,16,6,5,6,122.4,8.4,100.0,227703.0,283216.9,33037.0,1981,3
2403T0368113A,5,3,5,9,6,7,3,164.0,5.0,23.0,4905.0,11280.0,1137.0,1830,3
2392T1718685M,4,2,4,24,6,7,6,210.9,5.9,100.0,27937.0,64255.1,8104.0,1980,3
2395T3973231X,5,2,4,25,6,7,6,114.4,3.2,100.0,14236.0,32742.8,2376.0,-1,3
2349T2354190I,4,2,4,9,6,7,6,244.7,6.8,100.0,111194.0,255746.2,32254.0,-1,4
2391T0004176U,4,2,5,24,6,7,6,350.2,12.9,200.0,32214.0,70036.2,5054.8,1970,5
2175T0848589N,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2213T0847535Q,3,2,4,10,6,7,6,336.1,19.5,100.0,178174.1,353029.3,29298.600000000002,1947,5
2206T1467833Z,3,2,5,25,6,7,3,131.0,4.0,96.9,16569.0,38112.0,2889.0,1950,3
2388T2946848J,5,2,5,24,6,7,6,327.4,9.1,121.6,17302.0,39794.6,2822.4,1900,5
2390T3643270X,5,2,0,24,7,7,2,132.0,3.0,294.8,16941.0,132.2,1040.0,1945,3
2313T0779086A,4,2,4,10,6,7,6,331.7,9.2,100.0,78380.9,180276.0,13185.8,-1,5
2438T0219565Z,5,2,4,21,6,7,6,82.0,5.2,100.0,73842.8,137844.4,16496.0,-1,2
2235T2465909Q,4,2,4,24,6,7,6,468.9,22.4,100.0,34496.8,71700.2,9142.0,2012,6
2162T0628405K,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2285T2814996Z,4,2,5,24,7,7,2,151.0,11.2,1425.6,121426.0,214376.0,14979.8,1986,3
2391T0849091N,4,3,4,19,6,4,6,130.3,29.6,100.0,10270.3,10270.3,1142.0,-1,3
2302T1552164J,4,2,4,9,6,7,6,192.8,5.4,100.0,15446.0,35525.8,4480.0,-1,4
2256T0245967B,3,2,4,21,6,7,6,90.1,2.5,100.0,35803.0,82346.9,6445.0,2015,2
2384T1738928T,4,2,4,9,6,7,6,262.4,7.3,100.0,6275.0,14432.5,0.1,-1,4
2459T0469223A,5,2,4,21,6,7,6,306.5,16.6,100.0,1253612.6,2459061.6,305270.0,-1,4
2492T0173494C,5,2,5,25,5,7,3,215.0,81.0,589.7,105930.0,243639.0,17106.0,1949,3
2231T0950904B,2,2,5,24,6,7,6,187.1,5.2,87.8,7146.0,16435.8,1218.4,1981,4
2275T1061492D,3,2,4,21,6,4,6,128.7,29.2,100.0,27540.6,27540.6,7989.5,-1,3
2312T0899687M,4,2,5,10,2,7,3,177.0,31.0,335.2,39591.0,91062.0,6513.0,1948,1
2275T0232614F,3,2,4,7,4,4,2,147.5,33.5,100.0,19819.8,19819.8,1386.0,1947,3
2362T1915834Z,5,2,4,21,6,7,6,260.4,7.2,361.2,122677.0,282157.1,19670.9,1930,4
2113T0012084W,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2183T0057850U,0,6,0,7,6,7,6,395.7,11.0,100.0,33176.0,76304.8,4513.0,1947,6
2368T1219723S,4,2,4,25,6,4,6,376.3,66.4,78.3,29609.0,34939.0,1801.5,1900,5
2229T2934120N,4,2,5,24,6,7,6,68.8,1.9,345.0,10316.0,23726.8,1717.2,2000,2
2249T3029889S,4,2,4,10,6,7,6,198.7,20.4,100.0,21363.4,33001.0,6197.4,-1,4
2380T0416707Y,4,2,3,9,6,4,6,305.4,43.7,2090.0,863459.4,1026656.2,65992.59999999999,1980,5
2360T0909340P,4,3,5,24,6,4,6,253.0,37.7,44.6,8776.0,11273.3,1097.0,2010,4
2433T0270041E,5,3,4,21,6,7,0,141.9,3.9,100.0,5429.0,12486.7,1575.0,-1,3
2167T0608435N,1,2,5,24,4,7,1,198.5,20.1,148.0,27202.0,48169.7,5497.500000000001,1999,4
2367T3268605V,5,2,4,9,6,7,6,569.9,15.9,100.0,19122.0,43980.6,4200.0,-1,7
2359T1286126I,5,3,5,25,6,7,6,580.6,16.2,124.4,94233.0,216735.89999999997,15123.000000000002,1930,6
2369T2301023F,4,3,4,9,6,7,6,2634.7,73.3,100.0,100806.0,231853.8,30423.0,2011,7
2175T0968419J,2,2,4,19,6,4,6,177.1,40.2,100.0,18890.1,18890.1,1115.0,1947,4
2326T4135649C,5,2,4,16,6,0,6,168.6,4.2,100.0,37832.8,44509.6,3303.3,-1,3
2369T0022844Y,4,2,4,16,6,3,6,167.4,37.1,100.0,162342.7,183813.5,14243.0,-1,3
2321T0946329T,4,2,0,24,5,5,2,110.0,5.0,877.8,69904.0,110.9,7417.799999999999,1975,2
2375T0724675R,4,2,4,7,6,7,4,719.3,20.0,100.0,34400.0,79120.0,3300.0,-1,7
2375T4091586G,5,2,4,7,6,7,6,145.5,4.0,100.0,66108.0,152048.4,19176.0,-1,3
2278T1816952K,3,2,4,21,6,7,6,279.8,7.8,100.0,774034.0,1780278.2,135997.8,-1,4
2142T0719024Z,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2386T3343990Z,5,2,4,9,6,4,6,112.0,25.4,100.0,11660.0,11660.0,3382216.0,-1,3
2292T0781016G,3,2,4,25,6,7,6,155.8,22.5,100.0,75998.1,115628.6,7471.299999999999,1948,3
2375T4167830S,5,3,4,9,6,7,6,359.9,10.0,100.0,12503.0,28756.9,3626.0,-1,5
2451T0111646T,5,3,4,21,6,7,6,133.4,3.7,47.3,2735.8,6292.4,793.6,2013,3
2387T2399973R,5,2,5,24,6,7,6,95.7,11.5,370.7,32583.2,57545.8,5040.4,1996,3
2243T1474665E,3,2,5,22,7,7,2,817.6,19.9,9644.0,6998869.0,16097398.7,1119105.2,2012,7
2383T1154555V,4,2,5,9,7,7,2,180.5,5.0,33.7,5503.0,12656.9,959.9000000000001,1948,4
2347T3099705X,5,2,4,21,6,7,6,186.5,5.2,244.0,19787.0,45510.1,3219.7,2012,3
2338T2446446F,5,2,4,9,6,7,6,293.5,8.2,100.0,5651.0,12997.3,743.1,-1,5
2318T3537226N,5,2,5,24,6,4,6,121.1,21.8,225.3,23652.2,27290.9,2139.1,1950,3
2189T0130667R,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2131T0746809F,1,4,4,8,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2001,1
2334T0572349K,4,2,4,19,6,7,6,470.6,13.1,100.0,14479.0,33301.7,1882.0,1948,6
2229T2300706L,4,3,4,9,6,7,6,372.5,13.6,104.0,37051.0,85217.29999999999,5146.4,1970,5
2187T0961538E,1,2,5,24,6,7,6,320.7,8.9,439.4,183810.0,422763.0,29445.4,1970,5
2283T1376403K,3,2,0,24,7,7,2,112.0,3.0,48.5,2366.7,112.2,355.0,1945,3
2376T0795453Y,4,2,4,9,6,7,6,72.3,6.2,100.0,29358.3,49055.899999999994,1802.3,2009,2
2276T0223177H,2,2,5,24,6,7,6,64.4,1.8,1000.0,84008.0,193218.4,13488.0,1987,2
